title,service_name,url,tags
Walkshed15min_pubwifi,Walkshed15min_pubwifi,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Walkshed15min_pubwifi/FeatureServer,
Arts Employment VS24,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Arts_Employment_VS24/FeatureServer,
V24 Withdrawalsv2,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/V24_Withdrawalsv2/FeatureServer,
Change in Travel Time to Work (0-14 Minutes),TravChangeJoin,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/TravChangeJoin/FeatureServer,
survey responses5_4,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/survey_responses5_4/FeatureServer,
WNADA School Enrollment,WNADA School Enrollment,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/WNADA School Enrollment/FeatureServer,
VHNs by Tract (Data),,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/PercentVacantTracts/FeatureServer,
Labor Force Participation 2023,Labor Force Participation 2023,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Labor Force Participation 2023/FeatureServer,
Neighborhoods for Explore Geography Map,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Neighborhoods_for_Explore_Geography_Map/FeatureServer,
WNADA Transit Ridership,WNADA Transit Ridership,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/WNADA Transit Ridership/FeatureServer,
COVID Vax Data Thru October 2023,COVID Vax Data Thru October 2023,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/COVID Vax Data Thru October 2023/FeatureServer,
WNADA Total Businesses,WNADA Total Businesses,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/WNADA Total Businesses/FeatureServer,
ATCC 2024 Baltimore City Tobacco Retailers list,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/ATCC_2024_Baltimore_City_Tobacco_Retailers_list/FeatureServer,
WNADA Residential Vacancy,WNADA Residential Vacancy,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/WNADA Residential Vacancy/FeatureServer,
Vacant and QCT,Vacant and QCT,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Vacant and QCT/FeatureServer,
Tobacco Licenses by Community Statistical Area (2025),Tobacco_Licenses_CSA_2025,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Tobacco_Licenses_CSA_2025/FeatureServer,
Arts Emplyoment in Select CSAs 2012 to 2022,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Arts_Emplyoment_in_Select_CSAs_2012_to_2022/FeatureServer,
Rehab24update,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Rehab24update/FeatureServer,
NoMail2024v2,NoMail2024v2,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/NoMail2024v2/FeatureServer,
Rebuild Round 2,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Rebuild_Round_2/FeatureServer,
English_Ability_Index,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/a97e92/FeatureServer,
Vacancy 2018_2023 Line Chart,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Vacancy_2018_2023_Line_Chart/FeatureServer,
Baltimore City Vacancy and QCTs,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Baltimore_City_Vacancy_and_QCTs/FeatureServer,
Sales Data,Sales Data,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Sales Data/FeatureServer,
Small Business Investments per 50 Bus 2022,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Small_Business_Investments_per_50_Bus_2022/FeatureServer,
ARPA-Funded Capital Trail Investments,Trails_for_ARPA,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Trails_for_ARPA/FeatureServer,
CommercialCorridors,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/CommercialCorridors/FeatureServer,
PSO 16 to 19 in School or Working 2018_2022,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/PSO_16_to_19_in_School_or_Working_2018_2022/FeatureServer,
PSO 45 Minute Commute 2019_2023,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/PSO_45_Minute_Commute_2018_2022/FeatureServer,
MONSE Neighborhood Assets,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/MONSE_Neighborhood_Assets/FeatureServer,
Labor Force 2024 data,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Labor_Force_2024_data/FeatureServer,
Mayors action plan,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Mayors_action_plan/FeatureServer,
vacants_pso_q3_2022_shp,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/vacants_pso_q3_2022_shp/FeatureServer,
full database 711,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/full_database_711/FeatureServer,
Digital Equity Fund Programs,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Digital_Equity_Fund_Programs/FeatureServer,
WNADA Owner Occupancy,WNADA Owner Occupancy,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/WNADA Owner Occupancy/FeatureServer,
Labor Force Participation 2024 v2,Labor Force Participation 2024,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Labor Force Participation 2024/FeatureServer,
MONSE_SURVEY,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/MONSE_SURVEY/FeatureServer,
Race and Ethnicity 2020_2024 VS24v2,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Race_and_Ethnicity_2020_2024_VS24v2/FeatureServer,
WNADA Home Sales 2,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/WNADA_Home_Sales_2/FeatureServer,
Part 1 Crime Incidents (2022),,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Part_1_Cime_PSO_Q3_2022/FeatureServer,
Food DIst Sites,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Food_DIst_Sites/FeatureServer,
NoMail2024ACT,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/NoMail2024ACT/FeatureServer,
Small Business Invest v3,Small Business Invest v3,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Small Business Invest v3/FeatureServer,
Trav14_24,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Trav14_24/FeatureServer,
Food dist updatev2,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Food_dist_updatev2/FeatureServer,
BDC to Tract by Amount,BDC to Tract by Amount,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/BDC to Tract by Amount/FeatureServer,
BGCMB Locations,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/BGCMB_Locations/FeatureServer,
Dist site update,Dist site update,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Dist site update/FeatureServer,
Labor Force Participation in QCT,Labor Force Participation in QCT,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Labor Force Participation in QCT/FeatureServer,
DOP food dist update 2025,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/DOP_food_dist_update_2025/FeatureServer,
Rehabilitation Permit Data for Baltimore and QCTs Line Chart,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Rehabilitation_Permit_Data_for_Baltimore_and_QCTs_Line_Chart/FeatureServer,
Food Distribution Sites QCT,Food Distribution Sites QCT,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Food Distribution Sites QCT/FeatureServer,
MORP Train Up Participant Counts by Neighborhood Q4 2023 MORP Reporting,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/MORP_Train_Up_Participant_Counts_by_Neighborhood_Q4_2023_MORP_Reporting/FeatureServer,
PSO No Vehicle 2019_2023,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/PSO_No_Vehicle_2018_2022/FeatureServer,
Vacant_and_QCTupdate,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Vacant_and_QCTupdate/FeatureServer,
Digital Equity Tract 2023,Digital Equity Tract 2023,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Digital Equity Tract 2023/FeatureServer,
Baltimore City NoStat Data 2018_2023 Tract,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Baltimore_City_NoStat_Data_2018_2023_Tract/FeatureServer,
RentAffordARPA23,RentAffordARPA23,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/RentAffordARPA23/FeatureServer,
"Percent of Residential Properties with Rehab Permits Over 5,000 for ARPA 2023",RehabJoin2,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/RehabJoin2/FeatureServer,
Percent Vacant in QCT,Percents Vacant in QCT,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Percents Vacant in QCT/FeatureServer,
ARPAlabor2023,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/ARPAlabor2023/FeatureServer,
CreativeEconVS24,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/CreativeEconVS24/FeatureServer,
Baltimore Owner  Address Analysis,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Baltimore_Owner_Address_Analysis/FeatureServer,
WNADA_LEHD,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/WNADA_LEHD/FeatureServer,
WNADA Sales Change,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/WNADA_Sales_Change/FeatureServer,
Vacant and QCT 2023,Vacant and QCT 2023,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Vacant and QCT 2023/FeatureServer,
Tobacco_Licences_Council_2025,Tobacco_Licences_Council_2025,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Tobacco_Licences_Council_2025/FeatureServer,
WNADA Commercial Properties,WNADA Commercial Properties,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/WNADA Commercial Properties/FeatureServer,
WNADA Sales Rate,WNADA Sales Rate,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/WNADA Sales Rate/FeatureServer,
"MOED Program Participants, 2023-2025",MOED_2025,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/MOED_2025/FeatureServer,
WNADA Neighborhoods,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/WNADANeighborhoods/FeatureServer,
ARPA_CIP_FY14to23,ARPA_CIP_FY14to23,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/ARPA_CIP_FY14to23/FeatureServer,
WNADA Sales Price,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/WNADA_Sales_Price/FeatureServer,
WNADABusData2,WNADABusData2,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/WNADABusData2/FeatureServer,
ARPA Rent Afford 23,ARPA Rent Afford 23,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/ARPA Rent Afford 23/FeatureServer,
AARPA_affordability_24,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/AARPA_affordability_24/FeatureServer,
ARPA labor stats 2023v2,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/ARPA_labor_stats_2023v2/FeatureServer,
MOED 2324,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/MOED_2324/FeatureServer,
Small Business Invest v2,Small Business Invest v2,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Small Business Invest v2/FeatureServer,
Labor Force by Tract,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Labor_Force_by_Tract/FeatureServer,
All combined MONSE Records 6-15,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/All_combined_MONSE_Records_5_30_23/FeatureServer,
Change in ForeignBorn Populations by Census Tract,Change in ForeignBorn Populations by Census Tract,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Change in ForeignBorn Populations by Census Tract/FeatureServer,
All MONSE Final,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/All_MONSE_Final/FeatureServer,
Distnace_to_nwts,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/a4e940/FeatureServer,
PSO Public Transit 2019_2023,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/PSO_Public_Transit_2018_2022/FeatureServer,
RemingtonCleanup,RemingtonCleanup,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/RemingtonCleanup/FeatureServer,
Food distrtribution 2024v2,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Food_distrtribution_2024v2/FeatureServer,
PSO Finances 2025 Update,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/PSO_Finances_2025_Update/FeatureServer,
911 CFS in Baltimore 2018 to 2022,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/911_CFS_in_Baltimore_2018_to_2022/FeatureServer,
PSO jobs,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/PSO_jobs/FeatureServer,
WiFi Locations,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/WiFi_Locations/FeatureServer,
PSO Race and Ethnicity 2020,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/PSO_Race_and_Ethnicity_2020/FeatureServer,
Left Unchanged,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Left_Unchanged/FeatureServer,
Elementary Absenteeism 2023,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Elementary_Absenteeism_2023/FeatureServer,
"Mayor's Office of Employment Development Program Participants by Neighborhood, 2023",MOED Neigh 2023,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/MOED Neigh 2023/FeatureServer,
digital equity index,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/digital_equity_index/FeatureServer,
BCIT WiFi Locations 2024 Update,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/BCIT_WiFi_Locations_2024_Update/FeatureServer,
BHCD 2025 food dist update,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/BHCD_2025_food_dist_update/FeatureServer,
vbntract2024,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/vbntract2024/FeatureServer,
assault graph data,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/assault_graph_data/FeatureServer,
BGCMB Tract Data,BGCMB Tract Data,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/BGCMB Tract Data/FeatureServer,
2024 Residential Rehabilitation,2024 Residential Rehabilitation,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/2024 Residential Rehabilitation/FeatureServer,
PSO Walks to Work 2019_2023,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/PSO_Walks_to_Work_2018_2022/FeatureServer,
Baltimore Digital Equity Index by Tract,Baltimore Digital Equity Index by Tract,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Baltimore Digital Equity Index by Tract/FeatureServer,
WNADAJobsTotal,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/WNADAJobsTotal/FeatureServer,
Baltimore County Working BGCMB,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Baltimore_County_Working_BGCMB/FeatureServer,
All combined MONSE Records 5_30_23,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/All_combined_MONSE_Records_5_30_23/FeatureServer,
WNADACommunityData,WNADACommunityData,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/WNADACommunityData/FeatureServer,
EvictionsJanAug23,EvictionsJanAug23,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/EvictionsJanAug23/FeatureServer,
WNADA Cash Sales,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/WNADA_Cash_Sales/FeatureServer,
Baltimore City NILF VS24,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Baltimore_City_NILF_VS24/FeatureServer,
WNADA Sales Price,WNADA Sales Price,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/WNADA Sales Price/FeatureServer,
Digital Equity Index 2023,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Digital_Equity_Index_2023/FeatureServer,
rehabtract2024,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/rehabtract2024/FeatureServer,
Arts_Emplyoment_in_Select_CSAs__2013_2023,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Arts_Emplyoment_in_Select_CSAs__2013_2023/FeatureServer,
2023 tract digital equity index,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/2023_tract_digital_equity_index/FeatureServer,
rehab 12_22,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/rehab_12_22/FeatureServer,
Plans,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Plans/FeatureServer,
Part 1 Crime Comparison 2022_2023,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Part_1_Crime_Comparison_2022_2023/FeatureServer,
Untitled survey_form,survey123_524c0390378646c99e48194aff542013_form,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/survey123_524c0390378646c99e48194aff542013_form/FeatureServer,
BCHD Vaccine Clinic Dates and Addresses Nov_ 2021_June 2025,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/BCHD_Vaccine_Clinic_Dates_and_Addresses_Nov__2021_June_2025/FeatureServer,
Percent of Residential Properties Not Receiving Mail,NoStat_2018t2023_Tract,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/NoStat_2018t2023_Tract/FeatureServer,
monse,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/monse/FeatureServer,
Rehab Permits City QCT 2018 to 2023,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Rehab_Permits_City_QCT_2018_to_2023/FeatureServer,
Baltimore Resource Landscape Survey Responses,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Baltimore_Resource_Landscape_Survey_Responses/FeatureServer,
BCHD Vaccine Clinic Dates and Addresses Nov 2021_June 2023,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/BCHD_Vaccine_Clinic_Dates_and_Addresses_Nov_2021_June_2023/FeatureServer,
BCHD Vaccine Clinic Dates and Addresses Nov_ 2021_March 2024,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/BCHD_Vaccine_Clinic_Dates_and_Addresses_Nov__2021_March_2024/FeatureServer,
Vacancy  Data for Line Chart,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Vacancy_Data_for_Line_Chart/FeatureServer,
Tobacco_Retailers_Council_2024,Tobacco_Retailers_Council_2024,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Tobacco_Retailers_Council_2024/FeatureServer,
Rehab and QCT,Rehab and QCT,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Rehab and QCT/FeatureServer,
CIP_FY23,CIP_FY23,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/CIP_FY23/FeatureServer,
Homes without Internet 2018 to 2023,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Homes_without_Internet_2018_to_2023/FeatureServer,
Nohhint_Tract,,https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Nohhint_Tract/FeatureServer,
